CompanyName,YearMonth,MonthlyRevenue,MonthlyOrders
North/South,2017-04,66592.86,4
"Magazzini Alimentari Riuniti",2017-04,58646.05,3
"Que Delícia",2017-04,57260.58,2
"Blondesddsl père et fils",2017-04,54758.99,2
"Split Rail Beer & Ale",2017-04,54676.38,2
"Galería del gastrónomo",2017-04,54615.67,1
LILA-Supermercado,2017-04,54500.09,2
"Chop-suey Chinese",2017-04,53399.71,2
"Trail's Head Gourmet Provisioners",2017-04,53162.26,1
IT,2017-04,50566.88,2
"Princesa Isabel Vinhos",2017-04,50139.18,2
"Königlich Essen",2017-04,49392.59,4
"Furia Bacalhau e Frutos do Mar",2017-04,48497.5,1
"Godos Cocina Típica",2017-04,47839.12,2
"Consolidated Holdings",2017-04,46880.92,3
"Laughing Bacchus Wine Cellars",2017-04,46269.61,2
Vaffeljernet,2017-04,45488.44,1
"Bottom-Dollar Markets",2017-04,40289.42,2
"Familia Arquibaldo",2017-04,40261.11,2
"Océano Atlántico Ltda.",2017-04,40043.06,1
"Vins et alcools Chevalier",2017-04,38751.42,2
"Berglunds snabbköp",2017-04,37911.38,2
"Romero y tomillo",2017-04,37672.81,1
GROSELLA-Restaurante,2017-04,35894.93,1
"Gourmet Lanchonetes",2017-04,35195.5,1
"Cactus Comidas para llevar",2017-04,34216.25,2
"Hanari Carnes",2017-04,33915.3,1
"Lazy K Kountry Store",2017-04,33470.48,2
"Ottilies Käseladen",2017-04,32827.84,2
LINO-Delicateses,2017-04,32445.13,2
"Richter Supermarkt",2017-04,31199.35,1
"Great Lakes Food Market",2017-04,30232.25,2
"Ernst Handel",2017-04,30120.0,2
"White Clover Markets",2017-04,30072.58,2
"Island Trading",2017-04,25395.0,1
"Centro comercial Moctezuma",2017-04,24068.96,1
"Toms Spezialitäten",2017-04,23988.31,1
"Paris spécialités",2017-04,21090.29,1
"Blauer See Delikatessen",2017-04,20562.24,4
"Comércio Mineiro",2017-04,20139.15,2
"Save-a-lot Markets",2017-04,19614.55,3
"Seven Seas Imports",2017-04,19500.7,3
"Rancho grande",2017-04,19424.03,1
"Piccolo und mehr",2017-04,15421.97,1
"Bólido Comidas preparadas",2017-04,13535.98,1
"Let's Stop N Shop",2017-04,8702.9,1
"Suprêmes délices",2017-04,6447.02,1
"Eastern Connection",2017-04,5239.15,1
"Simons bistro",2017-04,4725.75,1
"Hungry Owl All-Night Grocers",2017-04,4429.55,2
"France restauration",2017-04,4217.35,1
"Lehmanns Marktstand",2017-04,3698.84,2
"Spécialités du monde",2017-04,3097.5,1
"Franchi S.p.A.",2017-04,2604.0,1
"Die Wandernde Kuh",2017-04,1942.0,1
"La maison d'Asie",2017-04,1131.66,2
"Pericles Comidas clásicas",2017-04,816.3,1
"Antonio Moreno Taquería",2017-04,749.06,1
HILARION-Abastos,2017-04,575.0,1
"Tradição Hipermercados",2017-04,190.0,1
"Mère Paillarde",2017-04,147.9,1
"B's Beverages",2017-05,210726.07,8
"Hungry Coyote Import Store",2017-05,169379.68,4
"Victuailles en stock",2017-05,138585.69,7
"FISSA Fabrica Inter. Salchichas S.A.",2017-05,126541.97,3
"Du monde entier",2017-05,123241.83,4
"Paris spécialités",2017-05,119723.95,3
"La maison d'Asie",2017-05,104939.18,3
"Familia Arquibaldo",2017-05,104184.58,3
"Morgenstern Gesundkost",2017-05,101008.93,2
Frankenversand,2017-05,97793.94,3
"Centro comercial Moctezuma",2017-05,97300.39,2
"Ana Trujillo Emparedados y helados",2017-05,96136.38,2
"White Clover Markets",2017-05,94553.88,2
HILARION-Abastos,2017-05,92047.34,3
IT,2017-05,91268.58,3
"Königlich Essen",2017-05,89840.92,4
"Seven Seas Imports",2017-05,88906.84,4
"La corne d'abondance",2017-05,87869.94,2
Vaffeljernet,2017-05,86875.48,3
"Wellington Importadora",2017-05,85922.89,2
"Ottilies Käseladen",2017-05,78452.63,3
"Spécialités du monde",2017-05,77610.06,2
"The Cracker Box",2017-05,71186.87,2
"Tradição Hipermercados",2017-05,70622.91,4
"Furia Bacalhau e Frutos do Mar",2017-05,70150.0,3
"Rancho grande",2017-05,69567.46,2
"Ricardo Adocicados",2017-05,68816.85,2
"Vins et alcools Chevalier",2017-05,67711.12,4
LINO-Delicateses,2017-05,66238.15,2
"Old World Delicatessen",2017-05,64208.84,2
"Great Lakes Food Market",2017-05,60509.46,3
"Consolidated Holdings",2017-05,55374.43,1
LILA-Supermercado,2017-05,54711.07,3
"Bottom-Dollar Markets",2017-05,54215.18,2
"Berglunds snabbköp",2017-05,53825.36,3
"Piccolo und mehr",2017-05,52378.1,3
"Split Rail Beer & Ale",2017-05,50629.05,2
"Blauer See Delikatessen",2017-05,49198.16,1
"Galería del gastrónomo",2017-05,48787.58,1
"Island Trading",2017-05,48566.11,1
"Save-a-lot Markets",2017-05,48475.82,1
"Die Wandernde Kuh",2017-05,47723.3,1
"Godos Cocina Típica",2017-05,47481.81,2
"Lehmanns Marktstand",2017-05,46396.25,4
"Wolski  Zajazd",2017-05,44959.08,1
"Chop-suey Chinese",2017-05,42309.92,1
"Princesa Isabel Vinhos",2017-05,41194.11,3
"Bon app'",2017-05,40082.58,2
"Hungry Owl All-Night Grocers",2017-05,39862.93,2
"Trail's Head Gourmet Provisioners",2017-05,38695.0,1
"Ernst Handel",2017-05,37771.19,1
"Romero y tomillo",2017-05,35539.71,2
"Lazy K Kountry Store",2017-05,34050.67,2
"Folies gourmandes",2017-05,32352.82,1
"Reggiani Caseifici",2017-05,31301.12,1
"Richter Supermarkt",2017-05,30333.8,3
"Maison Dewey",2017-05,29562.4,2
"Eastern Connection",2017-05,29144.73,2
"Wilman Kala",2017-05,28706.36,1
"Franchi S.p.A.",2017-05,28179.03,2
"Folk och fä HB",2017-05,25730.72,2
"Cactus Comidas para llevar",2017-05,25423.44,1
"France restauration",2017-05,24210.54,1
"Gourmet Lanchonetes",2017-05,19581.15,1
"Suprêmes délices",2017-05,16208.85,1
QUICK-Stop,2017-05,15248.98,3
North/South,2017-05,11184.17,2
"Toms Spezialitäten",2017-05,5828.0,2
GROSELLA-Restaurante,2017-05,5603.2,1
"Laughing Bacchus Wine Cellars",2017-05,5251.17,1
"Mère Paillarde",2017-05,4401.35,1
"Drachenblut Delikatessen",2017-05,4120.15,1
"Wartian Herkku",2017-05,2697.7,2
"Hanari Carnes",2017-05,1946.52,1
"Antonio Moreno Taquería",2017-05,1940.85,1
"The Big Cheese",2017-05,1318.55,1
"Lonesome Pine Restaurant",2017-05,417.2,1
"Océano Atlántico Ltda.",2017-05,110.0,1
"Bottom-Dollar Markets",2017-06,187165.93,4
"Wellington Importadora",2017-06,147176.82,4
"Lehmanns Marktstand",2017-06,119149.06,4
"Mère Paillarde",2017-06,96591.76,4
"Trail's Head Gourmet Provisioners",2017-06,95568.69,5
"Wilman Kala",2017-06,94664.87,2
"Hungry Owl All-Night Grocers",2017-06,94637.4,3
"Consolidated Holdings",2017-06,90104.13,3
"Galería del gastrónomo",2017-06,88947.68,3
"France restauration",2017-06,88826.09,2
HILARION-Abastos,2017-06,86886.63,2
"Magazzini Alimentari Riuniti",2017-06,86837.57,4
"Folies gourmandes",2017-06,83490.64,3
"Save-a-lot Markets",2017-06,79040.27,3
"Romero y tomillo",2017-06,71504.5,3
"Wartian Herkku",2017-06,62949.12,3
"The Big Cheese",2017-06,57077.12,1
"Godos Cocina Típica",2017-06,55343.68,1
QUICK-Stop,2017-06,54659.76,1
"Let's Stop N Shop",2017-06,54534.97,2
"Paris spécialités",2017-06,49830.06,1
"Rattlesnake Canyon Grocery",2017-06,48449.91,3
GROSELLA-Restaurante,2017-06,48416.54,2
"Franchi S.p.A.",2017-06,46510.83,3
"Piccolo und mehr",2017-06,46443.68,2
"Princesa Isabel Vinhos",2017-06,46394.62,1
"La corne d'abondance",2017-06,46182.7,2
"Laughing Bacchus Wine Cellars",2017-06,45912.29,1
"Great Lakes Food Market",2017-06,43798.39,1
"Du monde entier",2017-06,43672.02,2
"Furia Bacalhau e Frutos do Mar",2017-06,43323.76,2
"Blondesddsl père et fils",2017-06,41162.96,5
"Drachenblut Delikatessen",2017-06,41152.75,1
"Richter Supermarkt",2017-06,40217.72,1
"Berglunds snabbköp",2017-06,38891.11,2
"Hanari Carnes",2017-06,38827.26,1
"Around the Horn",2017-06,37788.43,2
"Pericles Comidas clásicas",2017-06,34996.65,1
"Bon app'",2017-06,34363.6,1
"Centro comercial Moctezuma",2017-06,33332.95,2
"Morgenstern Gesundkost",2017-06,32280.9,2
"Bólido Comidas preparadas",2017-06,29150.73,1
"FISSA Fabrica Inter. Salchichas S.A.",2017-06,27015.11,1
"La maison d'Asie",2017-06,26431.1,1
"Antonio Moreno Taquería",2017-06,25085.2,4
IT,2017-06,23116.0,1
"Ricardo Adocicados",2017-06,22606.3,3
"Gourmet Lanchonetes",2017-06,20075.46,1
"Spécialités du monde",2017-06,18112.34,2
"Lonesome Pine Restaurant",2017-06,12461.2,1
"Que Delícia",2017-06,12401.3,1
"Familia Arquibaldo",2017-06,12115.29,2
"Hungry Coyote Import Store",2017-06,10943.1,1
Frankenversand,2017-06,10778.18,2
"Maison Dewey",2017-06,9598.75,1
"Océano Atlántico Ltda.",2017-06,8603.65,1
"Toms Spezialitäten",2017-06,7249.66,1
"Suprêmes délices",2017-06,6623.05,1
"Die Wandernde Kuh",2017-06,6237.9,1
LINO-Delicateses,2017-06,5498.25,1
"Chop-suey Chinese",2017-06,5402.25,1
"Old World Delicatessen",2017-06,4782.51,1
"Eastern Connection",2017-06,3745.7,1
"Ana Trujillo Emparedados y helados",2017-06,2923.2,1
"Folk och fä HB",2017-06,2844.5,1
"Ottilies Käseladen",2017-06,1013.75,1
"Tortuga Restaurante",2017-06,838.45,1
"Simons bistro",2017-06,835.2,1
"Ernst Handel",2017-06,550.59,1
"Reggiani Caseifici",2017-06,488.7,1
"B's Beverages",2017-06,477.0,1
"Blauer See Delikatessen",2017-06,330.0,1
"Simons bistro",2017-07,175604.82,4
"Let's Stop N Shop",2017-07,144254.07,4
"Rancho grande",2017-07,121859.35,3
"Hanari Carnes",2017-07,112652.95,2
"Mère Paillarde",2017-07,100282.44,4
"Hungry Owl All-Night Grocers",2017-07,91005.46,3
"Romero y tomillo",2017-07,89005.68,2
"Spécialités du monde",2017-07,81274.19,3
"Consolidated Holdings",2017-07,78456.05,3
"Santé Gourmet",2017-07,77411.82,2
"Rattlesnake Canyon Grocery",2017-07,66736.45,3
IT,2017-07,61879.08,2
"Océano Atlántico Ltda.",2017-07,56467.41,2
"Berglunds snabbköp",2017-07,55997.11,3
QUICK-Stop,2017-07,55996.48,2
"Galería del gastrónomo",2017-07,55884.35,1
"Maison Dewey",2017-07,54864.5,1
"Lazy K Kountry Store",2017-07,54609.75,2
"La corne d'abondance",2017-07,54146.85,2
"Paris spécialités",2017-07,50823.25,3
"Vins et alcools Chevalier",2017-07,50416.9,1
"Suprêmes délices",2017-07,48985.91,1
"France restauration",2017-07,47866.77,3
"Du monde entier",2017-07,47815.33,4
"Wellington Importadora",2017-07,46770.18,3
"Bon app'",2017-07,45048.75,1
"Seven Seas Imports",2017-07,44374.15,1
"Ana Trujillo Emparedados y helados",2017-07,43986.2,2
"Wilman Kala",2017-07,43676.8,2
"Folk och fä HB",2017-07,42947.9,1
"Chop-suey Chinese",2017-07,42210.82,1
"Drachenblut Delikatessen",2017-07,41057.75,2
LILA-Supermercado,2017-07,40860.67,1
"Ernst Handel",2017-07,39065.34,2
"Piccolo und mehr",2017-07,37548.66,2
"Around the Horn",2017-07,35434.62,1
"B's Beverages",2017-07,33729.0,2
"Furia Bacalhau e Frutos do Mar",2017-07,31284.05,2
"Wartian Herkku",2017-07,31215.4,1
"FISSA Fabrica Inter. Salchichas S.A.",2017-07,29418.11,1
"The Cracker Box",2017-07,29265.88,1
Frankenversand,2017-07,28363.1,3
"Tortuga Restaurante",2017-07,28328.15,1
"Toms Spezialitäten",2017-07,26930.86,2
"Richter Supermarkt",2017-07,26594.62,1
"Ottilies Käseladen",2017-07,23530.35,2
"Hungry Coyote Import Store",2017-07,22497.78,2
"The Big Cheese",2017-07,21616.04,1
"Franchi S.p.A.",2017-07,19783.38,1
"Lehmanns Marktstand",2017-07,18354.36,3
"Centro comercial Moctezuma",2017-07,18241.26,2
"Königlich Essen",2017-07,16998.88,1
"Folies gourmandes",2017-07,16630.42,1
"Magazzini Alimentari Riuniti",2017-07,15509.3,1
"Die Wandernde Kuh",2017-07,15473.5,1
"Que Delícia",2017-07,14735.34,2
"Save-a-lot Markets",2017-07,14333.4,3
"Wolski  Zajazd",2017-07,13724.23,2
"Comércio Mineiro",2017-07,11420.9,1
"Bottom-Dollar Markets",2017-07,8790.27,1
"Godos Cocina Típica",2017-07,7354.23,1
"Great Lakes Food Market",2017-07,6281.5,3
"White Clover Markets",2017-07,6193.29,2
North/South,2017-07,2723.38,1
HILARION-Abastos,2017-07,2638.2,2
"Laughing Bacchus Wine Cellars",2017-07,1886.12,1
"Tradição Hipermercados",2017-07,1130.4,1
"Queen Cozinha",2017-07,1045.0,1
Vaffeljernet,2017-07,861.25,2
"Old World Delicatessen",2017-07,565.5,1
"Blauer See Delikatessen",2017-07,464.0,1
"La maison d'Asie",2017-07,299.25,1
GROSELLA-Restaurante,2017-07,178.5,1
"Reggiani Caseifici",2017-07,23.8,1
"B's Beverages",2017-08,139864.1,3
"Split Rail Beer & Ale",2017-08,127157.28,3
"Blondesddsl père et fils",2017-08,110976.61,4
"Blauer See Delikatessen",2017-08,104538.09,4
"Toms Spezialitäten",2017-08,102952.04,2
"Wilman Kala",2017-08,102225.78,2
"Lonesome Pine Restaurant",2017-08,97676.28,4
"La corne d'abondance",2017-08,97355.89,3
"Tortuga Restaurante",2017-08,96244.29,2
"La maison d'Asie",2017-08,92551.92,3
GROSELLA-Restaurante,2017-08,89780.68,2
"Franchi S.p.A.",2017-08,89599.53,2
"Eastern Connection",2017-08,88742.61,3
"Old World Delicatessen",2017-08,86843.83,3
"Princesa Isabel Vinhos",2017-08,84350.59,2
"White Clover Markets",2017-08,82613.95,3
"Tradição Hipermercados",2017-08,75139.63,2
"Consolidated Holdings",2017-08,70364.58,2
"Bólido Comidas preparadas",2017-08,66856.6,2
"Hungry Owl All-Night Grocers",2017-08,63499.42,3
"Santé Gourmet",2017-08,58661.59,3
"Cactus Comidas para llevar",2017-08,58309.94,2
"Reggiani Caseifici",2017-08,55252.61,1
"Piccolo und mehr",2017-08,53920.57,1
"Chop-suey Chinese",2017-08,53292.11,1
"Wellington Importadora",2017-08,51081.64,2
"Ana Trujillo Emparedados y helados",2017-08,50553.95,2
"Rancho grande",2017-08,48493.62,2
"Bottom-Dollar Markets",2017-08,47262.23,2
"Magazzini Alimentari Riuniti",2017-08,46874.79,4
"The Big Cheese",2017-08,46283.17,2
"Folies gourmandes",2017-08,45951.62,2
QUICK-Stop,2017-08,45786.45,1
"Victuailles en stock",2017-08,45263.69,1
"FISSA Fabrica Inter. Salchichas S.A.",2017-08,45103.35,1
HILARION-Abastos,2017-08,43718.55,2
"Maison Dewey",2017-08,42261.66,2
"Suprêmes délices",2017-08,40189.53,1
"Alfreds Futterkiste",2017-08,39290.92,3
"Let's Stop N Shop",2017-08,37862.45,1
North/South,2017-08,36911.34,1
"Folk och fä HB",2017-08,36719.19,1
IT,2017-08,32261.11,1
"Königlich Essen",2017-08,29011.74,2
"Morgenstern Gesundkost",2017-08,27129.26,1
"Lazy K Kountry Store",2017-08,23532.64,2
"Ricardo Adocicados",2017-08,23237.78,3
"Wolski  Zajazd",2017-08,22774.42,1
"Queen Cozinha",2017-08,21647.86,2
"Great Lakes Food Market",2017-08,20828.16,1
"The Cracker Box",2017-08,19387.25,2
LILA-Supermercado,2017-08,18695.91,2
"Laughing Bacchus Wine Cellars",2017-08,18350.27,2
"Berglunds snabbköp",2017-08,18328.36,2
"Ernst Handel",2017-08,18247.62,2
"Die Wandernde Kuh",2017-08,16789.84,3
"Hanari Carnes",2017-08,16696.07,2
"France restauration",2017-08,16672.07,1
"Comércio Mineiro",2017-08,14578.48,1
"Océano Atlántico Ltda.",2017-08,14042.27,1
"Antonio Moreno Taquería",2017-08,13374.95,1
"Du monde entier",2017-08,13041.7,1
"Ottilies Käseladen",2017-08,9172.93,1
"Bon app'",2017-08,7720.35,1
"Furia Bacalhau e Frutos do Mar",2017-08,6239.6,1
"Mère Paillarde",2017-08,3957.5,2
"Spécialités du monde",2017-08,3937.35,2
"Godos Cocina Típica",2017-08,2775.05,1
LINO-Delicateses,2017-08,2720.05,1
"Familia Arquibaldo",2017-08,1779.2,1
Frankenversand,2017-08,1336.95,1
"Save-a-lot Markets",2017-08,1185.75,1
"Island Trading",2017-08,758.5,1
"Simons bistro",2017-08,696.0,1
"Que Delícia",2017-08,636.0,1
"Wartian Herkku",2017-08,629.5,1
Vaffeljernet,2017-08,473.0,1
"La corne d'abondance",2017-09,166632.47,4
"Wolski  Zajazd",2017-09,123435.44,5
"Reggiani Caseifici",2017-09,109563.71,5
"Spécialités du monde",2017-09,107716.79,3
"Eastern Connection",2017-09,105983.69,3
"Tortuga Restaurante",2017-09,105410.97,4
"Wilman Kala",2017-09,102618.6,3
"Seven Seas Imports",2017-09,97190.32,3
"Piccolo und mehr",2017-09,93936.2,3
"Alfreds Futterkiste",2017-09,91753.73,3
"Du monde entier",2017-09,87576.51,4
"Centro comercial Moctezuma",2017-09,80638.72,3
"Drachenblut Delikatessen",2017-09,76055.62,4
"Rattlesnake Canyon Grocery",2017-09,70725.66,3
"The Big Cheese",2017-09,59563.57,1
Vaffeljernet,2017-09,59154.21,1
"Bottom-Dollar Markets",2017-09,58798.52,2
HILARION-Abastos,2017-09,57810.78,1
"Die Wandernde Kuh",2017-09,55751.18,4
GROSELLA-Restaurante,2017-09,53760.62,1
"Mère Paillarde",2017-09,53217.71,3
"Old World Delicatessen",2017-09,50433.93,2
"Victuailles en stock",2017-09,50087.22,2
"Pericles Comidas clásicas",2017-09,48646.63,1
"Paris spécialités",2017-09,43625.14,2
LINO-Delicateses,2017-09,41131.27,1
"Ottilies Käseladen",2017-09,40508.07,3
"Consolidated Holdings",2017-09,39819.28,2
"Bólido Comidas preparadas",2017-09,37904.4,1
"Maison Dewey",2017-09,36686.11,1
"Antonio Moreno Taquería",2017-09,36546.21,3
"Ana Trujillo Emparedados y helados",2017-09,36431.8,1
"Lazy K Kountry Store",2017-09,34849.05,3
"Gourmet Lanchonetes",2017-09,34744.49,4
"Godos Cocina Típica",2017-09,32257.32,1
"Romero y tomillo",2017-09,31760.68,1
"Queen Cozinha",2017-09,30437.74,2
"Laughing Bacchus Wine Cellars",2017-09,27683.95,1
"FISSA Fabrica Inter. Salchichas S.A.",2017-09,26373.85,1
"Princesa Isabel Vinhos",2017-09,24469.68,1
"Hungry Owl All-Night Grocers",2017-09,24344.27,3
"Königlich Essen",2017-09,24273.8,1
"Morgenstern Gesundkost",2017-09,19934.73,2
"Galería del gastrónomo",2017-09,19311.85,1
"Tradição Hipermercados",2017-09,19267.71,3
"Chop-suey Chinese",2017-09,18830.99,1
"Familia Arquibaldo",2017-09,18708.65,1
"Save-a-lot Markets",2017-09,18627.76,3
"Lonesome Pine Restaurant",2017-09,17670.55,3
"Rancho grande",2017-09,16722.27,1
"Comércio Mineiro",2017-09,15613.47,1
"Let's Stop N Shop",2017-09,11315.92,1
"Hungry Coyote Import Store",2017-09,8842.71,2
"La maison d'Asie",2017-09,8685.5,1
"Wartian Herkku",2017-09,6692.5,1
LILA-Supermercado,2017-09,5914.2,1
Frankenversand,2017-09,4807.9,3
"Richter Supermarkt",2017-09,4666.94,1
QUICK-Stop,2017-09,4464.6,1
"Berglunds snabbköp",2017-09,4417.08,2
"Vins et alcools Chevalier",2017-09,3720.2,1
"Bon app'",2017-09,1930.4,1
"Great Lakes Food Market",2017-09,1891.62,2
"Ernst Handel",2017-09,1536.8,1
"Furia Bacalhau e Frutos do Mar",2017-09,1288.39,1
"France restauration",2017-09,920.1,1
"Blondesddsl père et fils",2017-09,660.0,1
"Simons bistro",2017-09,570.0,1
"Island Trading",2017-09,45.0,1
"Simons bistro",2017-10,189070.96,5
"Lazy K Kountry Store",2017-10,140970.33,3
"Santé Gourmet",2017-10,136264.14,3
"Tradição Hipermercados",2017-10,134074.1,6
"Wartian Herkku",2017-10,133962.17,3
"Around the Horn",2017-10,129337.84,4
"Ana Trujillo Emparedados y helados",2017-10,129223.42,4
"Paris spécialités",2017-10,120938.11,3
IT,2017-10,118548.75,3
"Old World Delicatessen",2017-10,113578.5,4
"Chop-suey Chinese",2017-10,112283.36,2
"Maison Dewey",2017-10,106814.83,3
"Berglunds snabbköp",2017-10,104168.05,3
"White Clover Markets",2017-10,95146.06,7
Frankenversand,2017-10,95130.82,3
"La corne d'abondance",2017-10,89693.22,2
LINO-Delicateses,2017-10,89489.9,4
"Morgenstern Gesundkost",2017-10,80790.55,3
"Split Rail Beer & Ale",2017-10,80291.88,3
Vaffeljernet,2017-10,80049.14,3
"Let's Stop N Shop",2017-10,71396.89,3
"Save-a-lot Markets",2017-10,71038.74,8
"Folies gourmandes",2017-10,62684.8,1
"Bottom-Dollar Markets",2017-10,60154.75,2
"Consolidated Holdings",2017-10,59734.3,1
"Du monde entier",2017-10,59415.08,1
"Cactus Comidas para llevar",2017-10,58853.32,2
"Hungry Owl All-Night Grocers",2017-10,58509.08,3
"Drachenblut Delikatessen",2017-10,55855.61,2
"Romero y tomillo",2017-10,52577.65,1
"Wilman Kala",2017-10,51826.97,3
"Franchi S.p.A.",2017-10,51042.56,4
"Tortuga Restaurante",2017-10,49771.37,1
"Richter Supermarkt",2017-10,48277.06,1
"Ricardo Adocicados",2017-10,48022.69,1
"Blondesddsl père et fils",2017-10,46691.74,1
"Comércio Mineiro",2017-10,43616.56,1
"Eastern Connection",2017-10,43122.56,1
LILA-Supermercado,2017-10,41415.79,1
"Godos Cocina Típica",2017-10,41295.06,2
"Alfreds Futterkiste",2017-10,39835.21,3
"Toms Spezialitäten",2017-10,39373.07,1
"Ernst Handel",2017-10,38637.19,2
"Bólido Comidas preparadas",2017-10,36476.35,2
"Pericles Comidas clásicas",2017-10,35303.04,1
"Trail's Head Gourmet Provisioners",2017-10,34877.07,1
QUICK-Stop,2017-10,34078.88,4
"Magazzini Alimentari Riuniti",2017-10,29223.71,2
"Victuailles en stock",2017-10,26790.25,1
"Piccolo und mehr",2017-10,25057.85,1
"Rancho grande",2017-10,23406.7,2
"Laughing Bacchus Wine Cellars",2017-10,23021.87,1
"Mère Paillarde",2017-10,22661.0,2
"Blauer See Delikatessen",2017-10,22351.34,1
"Rattlesnake Canyon Grocery",2017-10,18708.71,1
"Suprêmes délices",2017-10,18568.93,2
"Que Delícia",2017-10,18313.37,2
"France restauration",2017-10,16163.07,1
"La maison d'Asie",2017-10,15103.1,2
"Bon app'",2017-10,14498.8,2
"The Big Cheese",2017-10,13537.5,2
"Princesa Isabel Vinhos",2017-10,13258.4,1
"Königlich Essen",2017-10,12457.75,2
"Centro comercial Moctezuma",2017-10,10993.47,1
"Familia Arquibaldo",2017-10,8768.64,2
"Océano Atlántico Ltda.",2017-10,7347.2,1
"Lonesome Pine Restaurant",2017-10,6774.8,1
"Gourmet Lanchonetes",2017-10,3424.0,1
"Folk och fä HB",2017-10,2545.0,1
"Hanari Carnes",2017-10,862.5,1
"Island Trading",2017-10,760.5,1
North/South,2017-10,710.0,1
"Queen Cozinha",2017-10,595.5,1
HILARION-Abastos,2017-10,378.0,1
"Hanari Carnes",2017-11,158165.79,4
"Let's Stop N Shop",2017-11,127043.72,5
"Ana Trujillo Emparedados y helados",2017-11,121819.0,4
"Tortuga Restaurante",2017-11,108374.43,2
"Lazy K Kountry Store",2017-11,107318.15,2
"Old World Delicatessen",2017-11,105832.79,3
"Ernst Handel",2017-11,104428.9,3
"White Clover Markets",2017-11,102873.29,4
"Consolidated Holdings",2017-11,96850.14,3
IT,2017-11,94414.72,3
"Bólido Comidas preparadas",2017-11,87193.44,2
"Drachenblut Delikatessen",2017-11,83497.82,2
"Alfreds Futterkiste",2017-11,79314.01,2
"Reggiani Caseifici",2017-11,77294.39,3
"Die Wandernde Kuh",2017-11,76694.98,3
"B's Beverages",2017-11,76577.36,2
"Tradição Hipermercados",2017-11,75077.7,2
"Pericles Comidas clásicas",2017-11,74948.3,2
HILARION-Abastos,2017-11,74155.41,3
"The Cracker Box",2017-11,74066.61,3
"Wellington Importadora",2017-11,69796.71,1
"Great Lakes Food Market",2017-11,69657.24,2
"France restauration",2017-11,67247.56,2
"Princesa Isabel Vinhos",2017-11,66192.67,3
"Trail's Head Gourmet Provisioners",2017-11,64578.88,3
"Bottom-Dollar Markets",2017-11,61763.69,2
"Morgenstern Gesundkost",2017-11,60637.5,3
"Vins et alcools Chevalier",2017-11,54499.52,5
"The Big Cheese",2017-11,54447.43,1
"Magazzini Alimentari Riuniti",2017-11,53818.95,3
"Santé Gourmet",2017-11,51407.99,1
"Paris spécialités",2017-11,51254.39,1
LINO-Delicateses,2017-11,50225.18,2
"Spécialités du monde",2017-11,49718.38,2
"Ottilies Käseladen",2017-11,48965.4,3
"Chop-suey Chinese",2017-11,47751.5,4
"Furia Bacalhau e Frutos do Mar",2017-11,45822.71,1
"Galería del gastrónomo",2017-11,45095.81,1
"Island Trading",2017-11,44606.34,2
"Wilman Kala",2017-11,44088.47,1
"La corne d'abondance",2017-11,42365.73,1
"Queen Cozinha",2017-11,40091.92,2
"Océano Atlántico Ltda.",2017-11,39002.31,1
"Blondesddsl père et fils",2017-11,37972.29,1
"Königlich Essen",2017-11,31110.54,2
"Ricardo Adocicados",2017-11,28917.31,2
"Maison Dewey",2017-11,28047.45,1
"Rattlesnake Canyon Grocery",2017-11,27585.17,1
"Laughing Bacchus Wine Cellars",2017-11,27569.29,1
"Godos Cocina Típica",2017-11,27113.54,1
"Wartian Herkku",2017-11,26341.77,2
"Suprêmes délices",2017-11,26244.33,1
"Mère Paillarde",2017-11,24698.35,1
"FISSA Fabrica Inter. Salchichas S.A.",2017-11,20780.62,1
"Familia Arquibaldo",2017-11,19583.37,1
"Simons bistro",2017-11,19345.03,1
GROSELLA-Restaurante,2017-11,18511.16,2
"Bon app'",2017-11,18490.47,4
"Rancho grande",2017-11,14791.25,2
"Franchi S.p.A.",2017-11,10435.25,2
"Piccolo und mehr",2017-11,10097.06,2
"Split Rail Beer & Ale",2017-11,9647.81,3
"Lonesome Pine Restaurant",2017-11,9437.04,1
"Wolski  Zajazd",2017-11,9276.7,2
"Folk och fä HB",2017-11,8492.0,1
"Victuailles en stock",2017-11,7761.65,1
"Hungry Owl All-Night Grocers",2017-11,5984.75,2
"Save-a-lot Markets",2017-11,5278.0,2
QUICK-Stop,2017-11,4529.8,1
"Richter Supermarkt",2017-11,3276.08,2
North/South,2017-11,3177.55,2
"Gourmet Lanchonetes",2017-11,1498.35,1
"Berglunds snabbköp",2017-11,1459.0,1
Vaffeljernet,2017-11,736.0,1
"Eastern Connection",2017-11,655.0,1
"Around the Horn",2017-11,547.2,2
"Romero y tomillo",2017-12,164195.0,4
"Hanari Carnes",2017-12,161287.29,6
"Victuailles en stock",2017-12,157320.36,5
"Folies gourmandes",2017-12,117994.67,6
"Simons bistro",2017-12,103657.29,3
"Familia Arquibaldo",2017-12,100957.97,3
"Queen Cozinha",2017-12,100340.28,4
"Old World Delicatessen",2017-12,93644.24,3
"Laughing Bacchus Wine Cellars",2017-12,92681.25,2
"Bon app'",2017-12,91433.32,2
"Wilman Kala",2017-12,87762.41,2
"Wolski  Zajazd",2017-12,86329.38,4
"Que Delícia",2017-12,73897.61,3
"Gourmet Lanchonetes",2017-12,73297.27,5
"Ernst Handel",2017-12,72838.79,6
