YearMonth,Supplier,Revenue,NumberOfSales
2015-08,"PB Knäckebröd AB",54087.0,96
2015-08,"Pasta Buttini s.r.l.",117538.0,99
2015-08,"Pavlova, Ltd.",347514.25,126
2015-08,"Plutzer Lebensmittelgroßmärkte AG",441991.14,126
2015-08,"Refrescos Americanas LTDA",9139.5,83
2015-08,"Specialty Biscuits, Ltd.",198846.6,117
2015-08,"Svensk Sjöföda AB",116590.0,106
2015-08,"Tokyo Traders",275973.0,113
2015-08,"Zaanse Snoepfabriek",46230.0,100
2015-09,"Aux joyeux ecclésiastiques",459426.5,77
2015-09,"Bigfoot Breweries",66636.0,87
2015-09,"Cooperativa de Quesos 'Las Cabras'",76219.0,72
2015-09,"Escargots Nouveaux",18616.25,56
2015-09,"Exotic Liquids",69459.0,88
2015-09,"Formaggi Fortini s.r.l.",120626.5,89
2015-09,"Forêts d'érables",110878.7,76
2015-09,"G'day, Mate",145804.2,83
2015-09,"Gai pâturage",135635.0,75
2015-09,"Grandma Kelly's Homestead",147925.0,86
2015-09,"Heli Süßwaren GmbH & Co. KG",143344.08,88
2015-09,"Karkki Oy",83174.25,89
2015-09,"Leka Trading",121570.1,90
2015-09,Lyngbysild,31688.0,79
2015-09,"Ma Maison",52946.05,79
2015-09,"Mayumi's",71114.25,92
2015-09,"New England Seafood Cannery",47449.95,89
2015-09,"New Orleans Cajun Delights",117131.15,92
2015-09,"Nord-Ost-Fisch Handelsgesellschaft mbH",38524.32,55
2015-09,"Norske Meierier",96605.5,85
2015-09,"PB Knäckebröd AB",38172.0,76
2015-09,"Pasta Buttini s.r.l.",81691.5,73
2015-09,"Pavlova, Ltd.",262549.1,96
2015-09,"Plutzer Lebensmittelgroßmärkte AG",327133.54,91
2015-09,"Refrescos Americanas LTDA",6664.5,58
2015-09,"Specialty Biscuits, Ltd.",181839.7,90
2015-09,"Svensk Sjöföda AB",100136.0,89
2015-09,"Tokyo Traders",205890.0,85
2015-09,"Zaanse Snoepfabriek",31743.75,74
2015-10,"Aux joyeux ecclésiastiques",432172.0,80
2015-10,"Bigfoot Breweries",70924.0,93
2015-10,"Cooperativa de Quesos 'Las Cabras'",92647.0,78
2015-10,"Escargots Nouveaux",17516.5,59
2015-10,"Exotic Liquids",73471.0,95
2015-10,"Formaggi Fortini s.r.l.",115620.4,90
2015-10,"Forêts d'érables",118155.9,79
2015-10,"G'day, Mate",127162.0,86
2015-10,"Gai pâturage",140968.0,84
2015-10,"Grandma Kelly's Homestead",166430.0,97
2015-10,"Heli Süßwaren GmbH & Co. KG",150933.98,92
2015-10,"Karkki Oy",74756.0,90
2015-10,"Leka Trading",119778.6,98
2015-10,Lyngbysild,33725.5,82
2015-10,"Ma Maison",51605.05,83
2015-10,"Mayumi's",68320.75,94
2015-10,"New England Seafood Cannery",39629.75,75
2015-10,"New Orleans Cajun Delights",118894.0,100
2015-10,"Nord-Ost-Fisch Handelsgesellschaft mbH",43262.19,67
2015-10,"Norske Meierier",100465.5,96
2015-10,"PB Knäckebröd AB",47199.0,76
2015-10,"Pasta Buttini s.r.l.",91744.0,76
2015-10,"Pavlova, Ltd.",276207.05,98
2015-10,"Plutzer Lebensmittelgroßmärkte AG",360605.34,101
2015-10,"Refrescos Americanas LTDA",7083.0,61
2015-10,"Specialty Biscuits, Ltd.",171154.1,98
2015-10,"Svensk Sjöföda AB",99227.0,88
2015-10,"Tokyo Traders",215028.0,94
2015-10,"Zaanse Snoepfabriek",32189.0,87
2015-11,"Aux joyeux ecclésiastiques",383834.5,79
2015-11,"Bigfoot Breweries",70314.0,94
2015-11,"Cooperativa de Quesos 'Las Cabras'",105403.0,88
2015-11,"Escargots Nouveaux",21690.25,61
2015-11,"Exotic Liquids",73735.0,97
2015-11,"Formaggi Fortini s.r.l.",121337.9,93
2015-11,"Forêts d'érables",113507.9,80
2015-11,"G'day, Mate",123829.2,96
2015-11,"Gai pâturage",143454.0,86
2015-11,"Grandma Kelly's Homestead",142660.0,100
2015-11,"Heli Süßwaren GmbH & Co. KG",142056.47,96
2015-11,"Karkki Oy",79100.0,91
2015-11,"Leka Trading",114458.35,97
2015-11,Lyngbysild,29411.0,76
2015-11,"Ma Maison",44131.05,73
2015-11,"Mayumi's",70502.5,96
2015-11,"New England Seafood Cannery",46916.0,78
2015-11,"New Orleans Cajun Delights",109909.75,100
2015-11,"Nord-Ost-Fisch Handelsgesellschaft mbH",45773.52,64
2015-11,"Norske Meierier",98302.0,98
2015-11,"PB Knäckebröd AB",41832.0,83
2015-11,"Pasta Buttini s.r.l.",83103.5,82
2015-11,"Pavlova, Ltd.",265976.95,108
2015-11,"Plutzer Lebensmittelgroßmärkte AG",288214.05,106
2015-11,"Refrescos Americanas LTDA",7218.0,60
2015-11,"Specialty Biscuits, Ltd.",179265.5,104
2015-11,"Svensk Sjöföda AB",86923.0,92
2015-11,"Tokyo Traders",179791.0,93
2015-11,"Zaanse Snoepfabriek",36470.5,88
2015-12,"Aux joyeux ecclésiastiques",524708.5,92
2015-12,"Bigfoot Breweries",84994.0,104
2015-12,"Cooperativa de Quesos 'Las Cabras'",100207.0,90
2015-12,"Escargots Nouveaux",22935.75,67
2015-12,"Exotic Liquids",89253.0,111
2015-12,"Formaggi Fortini s.r.l.",146035.2,108
2015-12,"Forêts d'érables",131602.2,89
2015-12,"G'day, Mate",147118.6,103
2015-12,"Gai pâturage",141366.0,86
2015-12,"Grandma Kelly's Homestead",171245.0,108
2015-12,"Heli Süßwaren GmbH & Co. KG",162044.17,104
2015-12,"Karkki Oy",89581.75,101
2015-12,"Leka Trading",134303.65,99
2015-12,Lyngbysild,37469.5,89
2015-12,"Ma Maison",55934.6,90
2015-12,"Mayumi's",78106.5,104
2015-12,"New England Seafood Cannery",42241.8,87
2015-12,"New Orleans Cajun Delights",137068.5,115
2015-12,"Nord-Ost-Fisch Handelsgesellschaft mbH",47378.7,70
2015-12,"Norske Meierier",108816.5,112
2015-12,"PB Knäckebröd AB",51096.0,91
2015-12,"Pasta Buttini s.r.l.",97917.0,92
2015-12,"Pavlova, Ltd.",311686.35,115
2015-12,"Plutzer Lebensmittelgroßmärkte AG",435135.38,122
2015-12,"Refrescos Americanas LTDA",7411.5,67
2015-12,"Specialty Biscuits, Ltd.",221550.4,115
2015-12,"Svensk Sjöföda AB",113645.0,109
2015-12,"Tokyo Traders",249032.0,106
2015-12,"Zaanse Snoepfabriek",38413.5,95
2016-01,"Aux joyeux ecclésiastiques",537909.5,84
2016-01,"Bigfoot Breweries",72852.0,90
2016-01,"Cooperativa de Quesos 'Las Cabras'",102397.0,86
2016-01,"Escargots Nouveaux",21080.75,64
2016-01,"Exotic Liquids",74662.0,92
2016-01,"Formaggi Fortini s.r.l.",117199.3,87
2016-01,"Forêts d'érables",143936.7,84
2016-01,"G'day, Mate",146480.8,91
2016-01,"Gai pâturage",126970.0,83
2016-01,"Grandma Kelly's Homestead",157820.0,95
2016-01,"Heli Süßwaren GmbH & Co. KG",152860.84,92
2016-01,"Karkki Oy",77461.5,87
2016-01,"Leka Trading",122399.75,92
2016-01,Lyngbysild,34172.0,76
2016-01,"Ma Maison",52251.45,86
2016-01,"Mayumi's",74763.25,91
2016-01,"New England Seafood Cannery",48111.05,85
2016-01,"New Orleans Cajun Delights",120426.6,95
2016-01,"Nord-Ost-Fisch Handelsgesellschaft mbH",47223.36,66
2016-01,"Norske Meierier",91549.0,91
2016-01,"PB Knäckebröd AB",48084.0,81
2016-01,"Pasta Buttini s.r.l.",93711.5,80
2016-01,"Pavlova, Ltd.",270299.55,100
2016-01,"Plutzer Lebensmittelgroßmärkte AG",382203.7,104
2016-01,"Refrescos Americanas LTDA",6358.5,57
2016-01,"Specialty Biscuits, Ltd.",179739.4,92
2016-01,"Svensk Sjöföda AB",100429.0,94
2016-01,"Tokyo Traders",223893.0,95
2016-01,"Zaanse Snoepfabriek",30806.25,80
2016-02,"Aux joyeux ecclésiastiques",391259.0,76
2016-02,"Bigfoot Breweries",66460.0,83
2016-02,"Cooperativa de Quesos 'Las Cabras'",103954.0,80
2016-02,"Escargots Nouveaux",16946.75,59
2016-02,"Exotic Liquids",56932.0,81
2016-02,"Formaggi Fortini s.r.l.",118306.8,84
2016-02,"Forêts d'érables",112710.5,74
2016-02,"G'day, Mate",148005.2,89
2016-02,"Gai pâturage",109983.0,70
2016-02,"Grandma Kelly's Homestead",138080.0,82
2016-02,"Heli Süßwaren GmbH & Co. KG",132123.14,86
2016-02,"Karkki Oy",80037.75,82
2016-02,"Leka Trading",106609.95,81
2016-02,Lyngbysild,32670.5,81
2016-02,"Ma Maison",52516.25,83
2016-02,"Mayumi's",69493.75,91
2016-02,"New England Seafood Cannery",39337.75,77
2016-02,"New Orleans Cajun Delights",106433.2,86
2016-02,"Nord-Ost-Fisch Handelsgesellschaft mbH",38860.89,56
2016-02,"Norske Meierier",82348.5,86
2016-02,"PB Knäckebröd AB",50268.0,78
2016-02,"Pasta Buttini s.r.l.",71940.0,68
2016-02,"Pavlova, Ltd.",244603.8,89
2016-02,"Plutzer Lebensmittelgroßmärkte AG",335935.41,98
2016-02,"Refrescos Americanas LTDA",6889.5,57
2016-02,"Specialty Biscuits, Ltd.",152521.1,92
2016-02,"Svensk Sjöföda AB",86456.0,77
2016-02,"Tokyo Traders",205735.0,82
2016-02,"Zaanse Snoepfabriek",29486.75,75
2016-03,"Aux joyeux ecclésiastiques",470232.5,83
2016-03,"Bigfoot Breweries",79666.0,100
2016-03,"Cooperativa de Quesos 'Las Cabras'",112439.0,96
2016-03,"Escargots Nouveaux",20458.0,65
2016-03,"Exotic Liquids",72849.0,96
2016-03,"Formaggi Fortini s.r.l.",141367.5,104
2016-03,"Forêts d'érables",132114.5,88
2016-03,"G'day, Mate",138630.2,103
2016-03,"Gai pâturage",155872.0,88
2016-03,"Grandma Kelly's Homestead",164150.0,97
2016-03,"Heli Süßwaren GmbH & Co. KG",137418.2,100
2016-03,"Karkki Oy",87436.0,97
2016-03,"Leka Trading",130023.15,101
2016-03,Lyngbysild,34738.5,88
2016-03,"Ma Maison",57190.7,87
2016-03,"Mayumi's",71828.5,96
2016-03,"New England Seafood Cannery",47294.15,82
2016-03,"New Orleans Cajun Delights",154419.65,111
2016-03,"Nord-Ost-Fisch Handelsgesellschaft mbH",40854.42,66
2016-03,"Norske Meierier",88348.5,95
2016-03,"PB Knäckebröd AB",51390.0,93
2016-03,"Pasta Buttini s.r.l.",106467.5,97
2016-03,"Pavlova, Ltd.",300962.8,110
2016-03,"Plutzer Lebensmittelgroßmärkte AG",333941.65,107
2016-03,"Refrescos Americanas LTDA",7456.5,66
2016-03,"Specialty Biscuits, Ltd.",178011.9,102
2016-03,"Svensk Sjöföda AB",95146.0,104
2016-03,"Tokyo Traders",211661.0,97
2016-03,"Zaanse Snoepfabriek",40324.25,92
2016-04,"Aux joyeux ecclésiastiques",347546.0,70
2016-04,"Bigfoot Breweries",59718.0,74
2016-04,"Cooperativa de Quesos 'Las Cabras'",67302.0,62
2016-04,"Escargots Nouveaux",16840.75,58
2016-04,"Exotic Liquids",66070.0,87
2016-04,"Formaggi Fortini s.r.l.",97427.1,79
2016-04,"Forêts d'érables",101751.9,78
2016-04,"G'day, Mate",116291.4,85
2016-04,"Gai pâturage",123099.0,72
2016-04,"Grandma Kelly's Homestead",142510.0,82
2016-04,"Heli Süßwaren GmbH & Co. KG",134792.96,87
2016-04,"Karkki Oy",75392.0,83
2016-04,"Leka Trading",97994.65,85
2016-04,Lyngbysild,26065.5,69
2016-04,"Ma Maison",43937.85,69
2016-04,"Mayumi's",61774.5,90
2016-04,"New England Seafood Cannery",35617.1,64
2016-04,"New Orleans Cajun Delights",126108.6,91
2016-04,"Nord-Ost-Fisch Handelsgesellschaft mbH",35728.2,58
2016-04,"Norske Meierier",81768.5,81
2016-04,"PB Knäckebröd AB",40812.0,76
2016-04,"Pasta Buttini s.r.l.",74911.0,72
2016-04,"Pavlova, Ltd.",229897.4,94
2016-04,"Plutzer Lebensmittelgroßmärkte AG",277307.41,88
2016-04,"Refrescos Americanas LTDA",6210.0,54
2016-04,"Specialty Biscuits, Ltd.",187154.2,92
2016-04,"Svensk Sjöföda AB",77091.0,77
2016-04,"Tokyo Traders",192928.0,82
2016-04,"Zaanse Snoepfabriek",31656.25,73
2016-05,"Aux joyeux ecclésiastiques",411928.0,77
2016-05,"Bigfoot Breweries",69312.0,86
2016-05,"Cooperativa de Quesos 'Las Cabras'",93081.0,78
2016-05,"Escargots Nouveaux",21491.5,69
2016-05,"Exotic Liquids",81153.0,87
2016-05,"Formaggi Fortini s.r.l.",108600.2,82
2016-05,"Forêts d'érables",123808.6,75
2016-05,"G'day, Mate",149440.6,90
2016-05,"Gai pâturage",137533.0,77
2016-05,"Grandma Kelly's Homestead",146600.0,85
2016-05,"Heli Süßwaren GmbH & Co. KG",134942.11,89
2016-05,"Karkki Oy",81294.75,85
2016-05,"Leka Trading",108888.4,87
2016-05,Lyngbysild,35920.5,81
2016-05,"Ma Maison",49677.9,80
2016-05,"Mayumi's",70505.0,86
2016-05,"New England Seafood Cannery",42824.9,85
2016-05,"New Orleans Cajun Delights",120066.45,88
2016-05,"Nord-Ost-Fisch Handelsgesellschaft mbH",36841.47,58
2016-05,"Norske Meierier",83783.5,84
2016-05,"PB Knäckebröd AB",40977.0,76
2016-05,"Pasta Buttini s.r.l.",75814.0,74
2016-05,"Pavlova, Ltd.",285559.65,96
2016-05,"Plutzer Lebensmittelgroßmärkte AG",346898.14,96
2016-05,"Refrescos Americanas LTDA",6921.0,56
2016-05,"Specialty Biscuits, Ltd.",207129.8,98
2016-05,"Svensk Sjöföda AB",100019.0,89
2016-05,"Tokyo Traders",234580.0,84
2016-05,"Zaanse Snoepfabriek",32331.0,77
2016-06,"Aux joyeux ecclésiastiques",418768.0,76
2016-06,"Bigfoot Breweries",67938.0,90
2016-06,"Cooperativa de Quesos 'Las Cabras'",76086.0,74
2016-06,"Escargots Nouveaux",13859.5,52
2016-06,"Exotic Liquids",77986.0,88
2016-06,"Formaggi Fortini s.r.l.",128500.6,90
2016-06,"Forêts d'érables",108111.8,79
2016-06,"G'day, Mate",127807.4,90
2016-06,"Gai pâturage",145913.0,80
2016-06,"Grandma Kelly's Homestead",141400.0,85
2016-06,"Heli Süßwaren GmbH & Co. KG",132615.61,92
2016-06,"Karkki Oy",90247.25,85
2016-06,"Leka Trading",113143.75,82
2016-06,Lyngbysild,28618.0,73
2016-06,"Ma Maison",44005.15,78
2016-06,"Mayumi's",62673.25,88
2016-06,"New England Seafood Cannery",45302.65,76
2016-06,"New Orleans Cajun Delights",113174.45,90
2016-06,"Nord-Ost-Fisch Handelsgesellschaft mbH",35339.85,55
2016-06,"Norske Meierier",80092.5,83
2016-06,"PB Knäckebröd AB",43368.0,73
2016-06,"Pasta Buttini s.r.l.",88445.5,76
2016-06,"Pavlova, Ltd.",280268.15,96
2016-06,"Plutzer Lebensmittelgroßmärkte AG",331218.93,94
2016-06,"Refrescos Americanas LTDA",6898.5,52
2016-06,"Specialty Biscuits, Ltd.",164054.2,94
2016-06,"Svensk Sjöföda AB",85668.0,80
2016-06,"Tokyo Traders",208774.0,93
2016-06,"Zaanse Snoepfabriek",32215.5,79
2016-07,"Aux joyeux ecclésiastiques",436771.7,90
2016-07,"Bigfoot Breweries",71902.0,96
2016-07,"Cooperativa de Quesos 'Las Cabras'",93932.56,88
2016-07,"Escargots Nouveaux",23863.25,70
2016-07,"Exotic Liquids",80177.0,101
2016-07,"Formaggi Fortini s.r.l.",127651.38,97
2016-07,"Forêts d'érables",113609.85,85
2016-07,"G'day, Mate",149009.6,101
2016-07,"Gai pâturage",162909.0,85
2016-07,"Grandma Kelly's Homestead",161930.0,97
2016-07,"Heli Süßwaren GmbH & Co. KG",136522.03,101
2016-07,"Karkki Oy",97538.85,105
2016-07,"Leka Trading",133444.35,95
2016-07,Lyngbysild,36187.5,86
2016-07,"Ma Maison",58611.77,96
2016-07,"Mayumi's",75552.4,99
2016-07,"New England Seafood Cannery",48925.47,95
2016-07,"New Orleans Cajun Delights",142344.85,101
2016-07,"Nord-Ost-Fisch Handelsgesellschaft mbH",42666.18,68
2016-07,"Norske Meierier",81106.0,92
2016-07,"PB Knäckebröd AB",49400.76,87
2016-07,"Pasta Buttini s.r.l.",101922.6,93
2016-07,"Pavlova, Ltd.",298723.2,110
2016-07,"Plutzer Lebensmittelgroßmärkte AG",373145.61,115
2016-07,"Refrescos Americanas LTDA",6829.2,61
2016-07,"Specialty Biscuits, Ltd.",196815.5,107
2016-07,"Svensk Sjöföda AB",101521.8,107
2016-07,"Tokyo Traders",234916.0,101
2016-07,"Zaanse Snoepfabriek",31769.75,81
2016-08,"Aux joyeux ecclésiastiques",484472.5,75
2016-08,"Bigfoot Breweries",73523.6,85
2016-08,"Cooperativa de Quesos 'Las Cabras'",80485.0,75
2016-08,"Escargots Nouveaux",17211.75,62
2016-08,"Exotic Liquids",64467.6,85
2016-08,"Formaggi Fortini s.r.l.",126523.7,93
2016-08,"Forêts d'érables",121352.7,82
2016-08,"G'day, Mate",142749.08,84
2016-08,"Gai pâturage",131203.0,83
2016-08,"Grandma Kelly's Homestead",136990.0,85
2016-08,"Heli Süßwaren GmbH & Co. KG",141681.1,91
2016-08,"Karkki Oy",78981.69,88
2016-08,"Leka Trading",117918.65,90
2016-08,Lyngbysild,26220.9,70
2016-08,"Ma Maison",46674.65,80
2016-08,"Mayumi's",61305.4,90
2016-08,"New England Seafood Cannery",41427.9,77
2016-08,"New Orleans Cajun Delights",121570.65,94
2016-08,"Nord-Ost-Fisch Handelsgesellschaft mbH",24486.69,47
2016-08,"Norske Meierier",81078.5,83
2016-08,"PB Knäckebröd AB",40248.0,77
2016-08,"Pasta Buttini s.r.l.",83504.2,73
2016-08,"Pavlova, Ltd.",228755.9,97
2016-08,"Plutzer Lebensmittelgroßmärkte AG",335076.46,97
2016-08,"Refrescos Americanas LTDA",7139.34,59
2016-08,"Specialty Biscuits, Ltd.",166139.1,95
2016-08,"Svensk Sjöföda AB",88840.0,89
2016-08,"Tokyo Traders",184698.44,84
2016-08,"Zaanse Snoepfabriek",30069.5,70
2016-09,"Aux joyeux ecclésiastiques",401037.8,78
2016-09,"Bigfoot Breweries",71482.8,90
2016-09,"Cooperativa de Quesos 'Las Cabras'",84393.6,73
2016-09,"Escargots Nouveaux",18041.2,58
2016-09,"Exotic Liquids",69052.0,87
2016-09,"Formaggi Fortini s.r.l.",118524.0,89
2016-09,"Forêts d'érables",131145.5,80
2016-09,"G'day, Mate",134234.6,83
2016-09,"Gai pâturage",142001.0,74
2016-09,"Grandma Kelly's Homestead",145825.0,88
2016-09,"Heli Süßwaren GmbH & Co. KG",135051.46,83
2016-09,"Karkki Oy",83704.5,87
2016-09,"Leka Trading",127987.95,87
2016-09,Lyngbysild,28290.0,64
2016-09,"Ma Maison",41618.45,80
2016-09,"Mayumi's",67840.75,87
2016-09,"New England Seafood Cannery",40198.95,81
2016-09,"New Orleans Cajun Delights",130442.1,92
2016-09,"Nord-Ost-Fisch Handelsgesellschaft mbH",43313.85,59
2016-09,"Norske Meierier",104291.4,87
2016-09,"PB Knäckebröd AB",44010.0,68
2016-09,"Pasta Buttini s.r.l.",87303.6,81
2016-09,"Pavlova, Ltd.",256166.45,101
2016-09,"Plutzer Lebensmittelgroßmärkte AG",307264.09,95
2016-09,"Refrescos Americanas LTDA",6912.0,63
2016-09,"Specialty Biscuits, Ltd.",178543.8,93
2016-09,"Svensk Sjöföda AB",87099.4,84
2016-09,"Tokyo Traders",207856.0,79
2016-09,"Zaanse Snoepfabriek",37492.25,83
2016-10,"Aux joyeux ecclésiastiques",376986.3,73
2016-10,"Bigfoot Breweries",70392.8,85
2016-10,"Cooperativa de Quesos 'Las Cabras'",85606.0,76
2016-10,"Escargots Nouveaux",21149.65,66
2016-10,"Exotic Liquids",71246.96,81
2016-10,"Formaggi Fortini s.r.l.",125004.83,93
2016-10,"Forêts d'érables",125188.7,87
2016-10,"G'day, Mate",131234.76,87
2016-10,"Gai pâturage",145481.6,83
2016-10,"Grandma Kelly's Homestead",135215.0,83
2016-10,"Heli Süßwaren GmbH & Co. KG",127982.12,88
2016-10,"Karkki Oy",87306.9,83
2016-10,"Leka Trading",113754.15,87
2016-10,Lyngbysild,31987.5,77
2016-10,"Ma Maison",41714.85,72
2016-10,"Mayumi's",70877.0,87
2016-10,"New England Seafood Cannery",38435.83,76
2016-10,"New Orleans Cajun Delights",112074.82,90
2016-10,"Nord-Ost-Fisch Handelsgesellschaft mbH",46717.38,66
2016-10,"Norske Meierier",94515.7,87
2016-10,"PB Knäckebröd AB",46203.0,72
2016-10,"Pasta Buttini s.r.l.",84605.16,79
2016-10,"Pavlova, Ltd.",256577.57,95
2016-10,"Plutzer Lebensmittelgroßmärkte AG",321141.47,96
2016-10,"Refrescos Americanas LTDA",6714.0,55
2016-10,"Specialty Biscuits, Ltd.",161391.25,91
2016-10,"Svensk Sjöföda AB",86858.8,81
2016-10,"Tokyo Traders",208778.0,83
2016-10,"Zaanse Snoepfabriek",37018.28,77
2016-11,"Aux joyeux ecclésiastiques",374569.54,81
2016-11,"Bigfoot Breweries",63533.6,84
2016-11,"Cooperativa de Quesos 'Las Cabras'",85744.48,74
2016-11,"Escargots Nouveaux",19901.5,54
2016-11,"Exotic Liquids",66440.4,80
2016-11,"Formaggi Fortini s.r.l.",103948.8,83
2016-11,"Forêts d'érables",102344.6,72
2016-11,"G'day, Mate",118723.2,81
2016-11,"Gai pâturage",120504.68,79
2016-11,"Grandma Kelly's Homestead",143070.0,82
2016-11,"Heli Süßwaren GmbH & Co. KG",117080.77,81
2016-11,"Karkki Oy",78357.3,85
2016-11,"Leka Trading",103985.48,83
2016-11,Lyngbysild,30211.0,76
2016-11,"Ma Maison",43789.05,82
2016-11,"Mayumi's",62347.0,84
2016-11,"New England Seafood Cannery",37227.15,71
2016-11,"New Orleans Cajun Delights",124302.4,93
2016-11,"Nord-Ost-Fisch Handelsgesellschaft mbH",44375.46,64
2016-11,"Norske Meierier",98781.56,84
2016-11,"PB Knäckebröd AB",41823.0,73
2016-11,"Pasta Buttini s.r.l.",76900.5,77
2016-11,"Pavlova, Ltd.",269753.91,97
2016-11,"Plutzer Lebensmittelgroßmärkte AG",342757.93,96
2016-11,"Refrescos Americanas LTDA",6118.2,60
2016-11,"Specialty Biscuits, Ltd.",177303.4,92
2016-11,"Svensk Sjöföda AB",85917.8,80
2016-11,"Tokyo Traders",182160.2,82
2016-11,"Zaanse Snoepfabriek",30877.0,72
2016-12,"Aux joyeux ecclésiastiques",511500.3,79
2016-12,"Bigfoot Breweries",73310.4,89
2016-12,"Cooperativa de Quesos 'Las Cabras'",95347.0,82
2016-12,"Escargots Nouveaux",19162.15,61
2016-12,"Exotic Liquids",81845.6,93
2016-12,"Formaggi Fortini s.r.l.",122823.48,95
2016-12,"Forêts d'érables",137423.8,81
2016-12,"G'day, Mate",153995.32,96
2016-12,"Gai pâturage",140453.08,82
2016-12,"Grandma Kelly's Homestead",162692.0,88
2016-12,"Heli Süßwaren GmbH & Co. KG",126030.86,90
2016-12,"Karkki Oy",91462.0,95
2016-12,"Leka Trading",124467.7,86
2016-12,Lyngbysild,33278.12,79
2016-12,"Ma Maison",61143.7,93
2016-12,"Mayumi's",71823.05,93
2016-12,"New England Seafood Cannery",42761.19,84
2016-12,"New Orleans Cajun Delights",138894.35,98
2016-12,"Nord-Ost-Fisch Handelsgesellschaft mbH",43519.86,65
2016-12,"Norske Meierier",99661.6,91
2016-12,"PB Knäckebröd AB",46938.0,83
2016-12,"Pasta Buttini s.r.l.",86531.9,81
2016-12,"Pavlova, Ltd.",281052.99,101
2016-12,"Plutzer Lebensmittelgroßmärkte AG",344200.47,100
2016-12,"Refrescos Americanas LTDA",7011.0,64
2016-12,"Specialty Biscuits, Ltd.",183911.4,101
2016-12,"Svensk Sjöföda AB",97233.96,88
2016-12,"Tokyo Traders",240811.8,90
2016-12,"Zaanse Snoepfabriek",34986.75,78
2017-01,"Aux joyeux ecclésiastiques",510997.36,83
2017-01,"Bigfoot Breweries",67021.2,90
2017-01,"Cooperativa de Quesos 'Las Cabras'",70960.0,71
2017-01,"Escargots Nouveaux",15423.0,56
2017-01,"Exotic Liquids",71958.6,100
2017-01,"Formaggi Fortini s.r.l.",114937.7,90
2017-01,"Forêts d'érables",129455.2,82
2017-01,"G'day, Mate",131984.45,80
2017-01,"Gai pâturage",159968.2,90
2017-01,"Grandma Kelly's Homestead",130470.0,87
2017-01,"Heli Süßwaren GmbH & Co. KG",137585.53,96
2017-01,"Karkki Oy",77297.85,92
2017-01,"Leka Trading",127899.35,90
2017-01,Lyngbysild,34699.4,82
2017-01,"Ma Maison",47208.95,78
2017-01,"Mayumi's",66915.64,98
2017-01,"New England Seafood Cannery",36292.66,75
2017-01,"New Orleans Cajun Delights",127558.3,97
2017-01,"Nord-Ost-Fisch Handelsgesellschaft mbH",42417.96,66
2017-01,"Norske Meierier",85882.2,90
2017-01,"PB Knäckebröd AB",48597.0,82
2017-01,"Pasta Buttini s.r.l.",95511.0,90
2017-01,"Pavlova, Ltd.",274329.49,109
2017-01,"Plutzer Lebensmittelgroßmärkte AG",334005.47,109
2017-01,"Refrescos Americanas LTDA",7006.5,59
2017-01,"Specialty Biscuits, Ltd.",157952.15,108
2017-01,"Svensk Sjöföda AB",90674.4,93
2017-01,"Tokyo Traders",219995.8,94
2017-01,"Zaanse Snoepfabriek",31149.15,79
2017-02,"Aux joyeux ecclésiastiques",290069.4,67
2017-02,"Bigfoot Breweries",51870.4,71
2017-02,"Cooperativa de Quesos 'Las Cabras'",71113.44,63
2017-02,"Escargots Nouveaux",13501.75,41
2017-02,"Exotic Liquids",58862.4,72
2017-02,"Formaggi Fortini s.r.l.",97051.6,74
2017-02,"Forêts d'érables",90289.7,62
2017-02,"G'day, Mate",105819.6,70
2017-02,"Gai pâturage",98238.0,63
2017-02,"Grandma Kelly's Homestead",103734.8,67
2017-02,"Heli Süßwaren GmbH & Co. KG",115922.36,74
2017-02,"Karkki Oy",62197.92,69
2017-02,"Leka Trading",96178.3,70
2017-02,Lyngbysild,27245.2,62
2017-02,"Ma Maison",44236.72,69
2017-02,"Mayumi's",50840.25,63
2017-02,"New England Seafood Cannery",26270.6,56
2017-02,"New Orleans Cajun Delights",100218.76,77
2017-02,"Nord-Ost-Fisch Handelsgesellschaft mbH",36421.8,54
2017-02,"Norske Meierier",66965.4,76
2017-02,"PB Knäckebröd AB",33408.6,58
2017-02,"Pasta Buttini s.r.l.",74189.3,71
2017-02,"Pavlova, Ltd.",213070.98,80
2017-02,"Plutzer Lebensmittelgroßmärkte AG",273007.61,85
2017-02,"Refrescos Americanas LTDA",5707.8,48
2017-02,"Specialty Biscuits, Ltd.",137153.74,79
2017-02,"Svensk Sjöföda AB",68543.0,69
2017-02,"Tokyo Traders",160222.0,67
2017-02,"Zaanse Snoepfabriek",24282.45,63
2017-03,"Aux joyeux ecclésiastiques",491685.5,95
2017-03,"Bigfoot Breweries",80030.4,100
2017-03,"Cooperativa de Quesos 'Las Cabras'",103590.0,88
2017-03,"Escargots Nouveaux",23492.25,69
2017-03,"Exotic Liquids",84534.4,101
2017-03,"Formaggi Fortini s.r.l.",134855.8,102
2017-03,"Forêts d'érables",136958.0,88
2017-03,"G'day, Mate",153678.0,108
2017-03,"Gai pâturage",149900.0,97
2017-03,"Grandma Kelly's Homestead",159050.0,105
2017-03,"Heli Süßwaren GmbH & Co. KG",155407.35,109
2017-03,"Karkki Oy",89462.58,108
2017-03,"Leka Trading",141068.83,107
2017-03,Lyngbysild,31855.2,85
2017-03,"Ma Maison",50759.78,95
2017-03,"Mayumi's",78582.5,109
